"29","107","1","10.10","pending",
"29","1","2","9.24","pending",
"29","179","2","5.20","pending",
"30","62","1","3.81","pending",
"30","115","3","6.90","pending",
"30","173","2","9.53","pending",
"30","9","3","6.89","pending",
"31","146","1","6.98","pending",
"31","170","1","0.21","pending",
"31","115","2","1.33","pending",
"31","180","1","2.57","pending",
"31","136","2","7.71","pending",
"32","155","2","0.04","pending",
"32","127","1","5.39","pending",
"32","120","2","0.53","pending",
"32","49","2","8.81","pending",
"32","22","3","2.01","pending",
"33","103","3","10.53","pending",
"34","81","3","0.27","pending",
"34","4","1","0.86","pending",
"34","136","2","9.12","pending",
"34","49","3","1.77","pending",
"34","167","3","3.38","pending",
"35","72","3","2.12","pending",
"35","122","2","6.80","pending",
"35","21","1","0.35","pending",
"36","116","3","1.32","pending",
"36","35","2","10.66","pending",
"36","167","3","10.44","pending",
"36","30","2","2.35","pending",
"36","5","2","0.05","pending",
"37","53","1","10.33","pending",
"37","143","2","5.46","pending",
"38","146","3","0.95","pending",
"38","180","1","9.83","pending",
"38","127","2","10.58","pending",
"39","164","3","6.47","pending",
"39","138","1","2.26","pending",
"39","97","2","9.37","pending",
"40","3","3","2.19","pending",
"40","70","1","5.43","pending",
"40","95","3","1.43","pending",
"40","159","2","0.05","pending",
"40","70","3","2.19","pending",
"41","150","1","4.46","pending",
"41","102","2","8.16","pending",
"41","76","2","1.61","pending",
"41","188","2","3.06","pending",
"41","79","3","2.66","pending",
"42","187","3","1.38","pending",
"42","104","3","5.38","pending",
"43","107","3","1.12","pending",
"43","144","2","7.60","pending",
"43","87","1","5.15","pending",
"44","123","2","1.89","pending",
"44","128","3","6.04","pending",
"44","78","1","5.94","pending",
"44","176","2","2.21","pending",
"45","161","2","9.48","pending",
"45","164","3","1.08","pending",
"45","22","1","3.95","pending",
"46","57","1","0.49","pending",
"46","3","1","1.50","pending",
"46","143","1","8.37","pending",
"47","115","3","7.74","pending",
"48","183","2","10.27","pending",
"48","109","3","1.47","pending",
"48","57","3","4.74","pending",
"48","199","2","2.55","pending",
"48","50","2","5.14","pending",
"49","17","2","0.67","pending",
"49","116","1","10.25","pending",
"49","31","1","7.50","pending",
"49","66","2","3.82","pending",
"50","11","1","3.79","pending",
"51","38","2","1.25","pending",
"51","118","3","6.46","pending",
"51","140","1","2.13","pending",
"51","153","1","7.18","pending",
"52","145","2","6.81","pending",
"52","175","2","6.66","pending",
"52","127","1","10.41","pending",
"52","128","1","7.81","pending",
"52","172","1","3.69","pending",
"53","157","2","3.01","pending",
"53","88","2","5.41","pending",
"53","10","2","8.18","pending",
"54","66","2","9.19","pending",
"54","98","1","9.37","pending",
"54","184","2","7.08","pending",
"54","22","2","8.05","pending",
"55","17","3","3.16","pending",
"55","11","1","4.01","pending",
"55","195","2","7.42","pending",
"55","42","3","2.83","pending",
"56","118","2","5.64","pending",
"56","98","2","8.64","pending",
"57","9","3","9.11","pending",
"57","174","3","8.97","pending",
"58","154","2","1.95","pending",
"59","110","2","3.37","pending",
"59","138","3","9.53","pending",
"60","124","2","6.77","pending",
"60","151","2","3.02","pending",
"60","169","3","0.94","pending",
"60","47","3","4.64","pending",
"61","146","3","4.42","pending",
"61","17","3","7.33","pending",
"61","78","3","6.49","pending",
"61","99","2","0.20","pending",
"61","165","1","2.30","pending",
"62","74","3","5.07","pending",
"62","10","3","7.53","pending",
"62","37","1","7.77","pending",
"62","184","3","1.86","pending",
"62","179","1","2.45","pending",
"63","106","1","0.78","pending",
"63","120","2","6.58","pending",
"63","13","3","1.60","pending",
"63","39","2","0.04","pending",
"63","154","3","9.16","pending",
"64","162","3","5.13","pending",
"65","180","2","8.83","pending",
"65","89","2","3.49","pending",
"66","199","2","7.14","pending",
"66","16","3","9.89","pending",
"66","120","1","9.80","pending",
"66","87","1","10.15","pending",
"66","175","3","9.37","pending",
"67","33","2","6.37","pending",
"68","191","1","10.15","pending",
"68","133","1","3.04","pending",
"69","101","2","7.47","pending",
"69","194","2","3.58","pending",
"69","92","2","10.09","pending",
"69","12","1","0.62","pending",
"70","66","1","0.66","pending",
"70","171","2","9.73","pending",
"70","56","3","3.11","pending",
"70","199","3","10.99","pending",
"70","129","2","8.53","pending",
"71","130","1","4.14","pending",
"71","38","2","6.72","pending",
"71","109","1","1.13","pending",
"72","107","2","1.12","pending",
"72","107","1","2.93","pending",
"73","8","3","7.55","pending",
"73","176","3","6.03","pending",
"73","128","2","5.92","pending",
"73","65","1","1.45","pending",
"73","19","1","1.45","pending",
"74","178","3","0.44","pending",
"74","90","2","2.01","pending",
"74","60","2","5.09","pending",
"75","153","3","2.26","pending",
"75","1","2","3.84","pending",
"75","173","3","1.95","pending",
"75","2","1","4.47","pending",
"76","177","1","0.77","pending",
"76","60","2","2.23","pending",
"76","117","3","1.61","pending",
"76","89","2","4.16","pending",
"76","8","3","3.46","pending",
"77","86","3","7.37","pending",
"77","76","2","8.81","pending",
"77","84","1","2.75","pending",
"77","21","3","1.68","pending",
"78","149","2","4.20","pending",
"78","97","3","2.16","pending",
"78","58","2","5.65","pending",
"78","63","3","3.96","pending",
"79","48","1","4.47","pending",
"80","108","2","10.05","pending",
"80","34","3","9.02","pending",
"80","101","3","1.89","pending",
"80","19","3","2.53","pending",
"81","77","1","8.53","pending",
"82","190","3","2.75","pending",
"82","109","1","4.81","pending",
"82","91","3","1.31","pending",
"83","114","3","10.47","pending",
"83","164","1","8.07","pending",
"83","97","2","6.01","pending",
"83","107","3","5.56","pending",
"84","53","1","5.37","pending",
"84","121","2","1.23","pending",
"84","28","3","4.14","pending",
"84","143","3","9.88","pending",
"85","40","2","7.51","pending",
"86","48","1","6.55","pending",
"86","45","2","3.58","pending",
"86","88","3","8.18","pending",
"87","91","2","7.80","pending",
"88","164","3","1.61","pending",
"88","194","2","3.37","pending",
"88","1","1","7.79","pending",
"88","119","2","0.27","pending",
"88","77","2","1.98","pending",
"89","162","3","4.69","pending",
"90","156","2","2.54","pending",
"91","181","1","7.11","pending",
"91","174","3","7.97","pending",
"91","60","3","8.97","pending",
"92","104","3","4.80","pending",
"92","6","1","1.34","pending",
"92","172","2","0.00","pending",
"92","66","3","6.67","pending",
"92","149","2","6.56","pending",
"93","27","2","4.45","pending",
"93","73","1","10.25","pending",
"93","153","3","1.04","pending",
"93","19","1","4.39","pending",
"94","137","3","5.15","pending",
"94","136","3","3.97","pending",
"94","42","2","1.53","pending",
"94","75","1","4.66","pending",
"95","35","1","9.66","pending",
"95","161","2","3.68","pending",
"95","27","2","6.81","pending",
"96","140","3","6.94","pending",
"97","72","3","4.56","pending",
"97","96","1","9.80","pending",
"97","36","1","2.15","pending",
"98","179","2","1.48","pending",
"98","103","2","9.59","pending",
"98","36","1","8.85","pending",
"98","77","1","5.80","pending",
"99","122","3","6.27","pending",
